"State","Abb","Year","Population","Aggravated.assault","Burglary","Larceny.theft","Legacy.rape","Motor.vehicle.theft","Murder","Rape","Robbery"
"Maine","ME",1983,1146000,1301,11415,27022,193,1920,24,NA,311
"Maine","ME",1984,1156000,1352,10267,26811,155,1866,20,NA,305
"Maine","ME",1985,1164000,1471,10607,28260,167,1922,28,NA,284
"Maine","ME",1986,1174000,1201,9433,27548,174,1928,23,NA,328
"Maine","ME",1987,1187000,1286,9148,28916,186,2058,30,NA,304
"Maine","ME",1988,1206000,1326,9852,28928,224,2469,37,NA,311
"Maine","ME",1989,1222000,1115,9810,30067,229,2239,39,NA,293
"Maine","ME",1990,1227928,1179,10106,31372,242,2169,30,NA,308
"Maine","ME",1991,1235000,1066,11146,31737,270,2017,15,NA,280
"Maine","ME",1992,1235000,1013,10156,29966,294,1778,21,NA,288
"Maine","ME",1993,1239000,945,8909,26945,329,1665,20,NA,264
"Maine","ME",1994,1240000,987,8938,28257,318,1776,28,NA,278
"Maine","ME",1995,1241000,1007,9015,28444,265,1673,25,NA,334
"Maine","ME",1996,1243000,976,9303,29557,260,1776,25,NA,292
"Maine","ME",1997,1242000,964,8241,27513,254,1642,25,NA,257
"Maine","ME",1998,1244000,1052,8295,26457,225,1509,26,NA,263
"Maine","ME",1999,1253040,897,7532,25392,239,1694,25,NA,243
"Maine","ME",2000,1274923,815,6775,23906,320,1322,15,NA,247
"Maine","ME",2001,1284470,826,6898,24585,326,1671,19,NA,264
"Maine","ME",2002,1294894,735,6965,24591,377,1429,14,NA,270
"Maine","ME",2003,1309205,763,6579,24043,354,1456,16,NA,289
"Maine","ME",2004,1314985,742,6341,24096,315,1303,18,NA,289
"Maine","ME",2005,1318220,815,6323,24218,326,1348,19,NA,323
"Maine","ME",2006,1321574,786,6846,25465,341,1347,23,NA,383
"Maine","ME",2007,1317207,804,6745,24228,392,1276,20,NA,349
"Maine","ME",2008,1316456,829,6559,24695,379,1179,31,NA,333
"Maine","ME",2009,1318301,780,6729,23955,375,1022,26,NA,399
"Maine","ME",2010,1327379,796,7364,24547,389,989,24,NA,412
"Maine","ME",2011,1328544,848,7865,24886,394,1078,26,NA,370
"Maine","ME",2012,1328501,808,7476,24931,372,991,26,NA,420
"Maine","ME",2013,1328302,912,6483,23050,344,914,24,447,335
"Maine","ME",2014,1330089,890,5030,20592,360,799,21,485,304
"Maine","ME",2015,1329328,921,4684,18829,354,814,23,474,311
"Maine","ME",2016,1331479,950,4003,17134,300,775,20,412,266
"Maine","ME",2017,1335907,872,3334,16006,NA,793,23,473,249
"Maryland","MD",1961,3188000,3224,12348,33461,262,6297,143,NA,1330
"Maryland","MD",1962,3191000,3113,12886,36298,279,6226,183,NA,1340
"Maryland","MD",1963,3289000,3047,15968,41387,308,7814,207,NA,1721
"Maryland","MD",1964,3432000,4830,18735,46471,346,9267,229,NA,2041
"Maryland","MD",1965,3519000,6388,22474,53831,489,10767,236,NA,2919
"Maryland","MD",1966,3613000,5958,27254,60270,554,15542,254,NA,4470
"Maryland","MD",1967,3682000,8636,37366,71147,720,18009,293,NA,7809
"Maryland","MD",1968,3757000,11722,48886,77041,978,22729,350,NA,10355
"Maryland","MD",1969,3765000,11734,41970,83610,1125,22311,350,NA,11086
"Maryland","MD",1970,3922399,9934,41234,94816,936,21478,362,NA,13280
"Maryland","MD",1971,4000000,10396,44900,101138,997,21072,449,NA,13015
"Maryland","MD",1972,4056000,11706,45090,94571,1053,21667,509,NA,13144
"Maryland","MD",1973,4070000,12228,46584,100036,1131,22297,460,NA,12274
"Maryland","MD",1974,4094000,12974,57433,120562,1219,23882,481,NA,14765
"Maryland","MD",1975,4098000,13254,57912,133908,1289,21182,437,NA,14107
"Maryland","MD",1976,4144000,12323,56356,134355,1327,17772,352,NA,12247
"Maryland","MD",1977,4139000,14856,57946,131526,1439,17734,333,NA,12088
"Maryland","MD",1978,4143000,15686,58907,134024,1476,17599,338,NA,12828
"Maryland","MD",1979,4149000,17225,62630,145297,1636,20232,406,NA,13740
"Maryland","MD",1980,4192211,17194,71183,152144,1681,18887,399,NA,16461
"Maryland","MD",1981,4261000,17640,70740,152405,1654,18480,421,NA,18085
"Maryland","MD",1982,4265000,18849,60547,142903,1596,16724,432,NA,15377
"Maryland","MD",1983,4304000,18007,52697,127443,1412,15688,367,NA,14950
"Maryland","MD",1984,4349000,19364,51484,123567,1640,17274,354,NA,13097
"Maryland","MD",1985,4392000,21335,52995,126077,1700,20246,348,NA,13272
"Maryland","MD",1986,4463000,21263,55593,132904,1944,24334,401,NA,13569
"Maryland","MD",1987,4535000,19425,52718,134485,1795,26386,436,NA,13164
"Maryland","MD",1988,4644000,21302,54735,141509,1721,31213,449,NA,13994
"Maryland","MD",1989,4694000,22236,52735,137043,1783,31177,544,NA,15589
"Maryland","MD",1990,4781468,23809,53549,147407,2185,33886,552,NA,17394
"Maryland","MD",1991,4860000,23888,56258,163524,2229,35517,569,NA,19783
"Maryland","MD",1992,4908000,25157,55520,165244,2278,35654,596,NA,21054
"Maryland","MD",1993,4965000,25141,56246,163471,2185,33930,632,NA,21582
"Maryland","MD",1994,5006000,24696,52234,168608,2035,38197,579,NA,20147
"Maryland","MD",1995,5042000,25697,53320,178126,2130,36179,596,NA,21334
"Maryland","MD",1996,5072000,24793,50331,173817,1905,36083,588,NA,19944
"Maryland","MD",1997,5094000,23654,47918,166256,1814,30668,502,NA,17157
"Maryland","MD",1998,5135000,23337,47393,159019,1714,28212,513,NA,15339
"Maryland","MD",1999,5171634,22795,43230,147296,1551,25447,465,NA,13636
"Maryland","MD",2000,5296486,26130,39426,145423,1543,28573,430,NA,13560
"Maryland","MD",2001,5386079,26668,41553,145934,1449,32025,446,NA,13525
"Maryland","MD",2002,5450525,26715,39765,143320,1370,34020,513,NA,13417
"Maryland","MD",2003,5512310,23593,38641,134372,1358,36405,525,NA,13302
"Maryland","MD",2004,5561332,24351,36704,129888,1317,35882,521,NA,12772
"Maryland","MD",2005,5589599,23173,35922,128491,1266,34070,552,NA,14378
"Maryland","MD",2006,5615727,22011,37459,127502,1178,30523,546,NA,14376
"Maryland","MD",2007,5618344,21072,37095,127308,1179,28393,554,NA,13258
"Maryland","MD",2008,5633597,20570,38849,133983,1127,25333,493,NA,13203
"Maryland","MD",2009,5699478,20022,36905,125771,1156,19619,440,NA,12007
"Maryland","MD",2010,5785681,18899,36704,118578,1228,18027,426,NA,11054
"Maryland","MD",2011,5839572,16876,35823,114951,1200,16072,399,NA,10342
"Maryland","MD",2012,5884868,16303,33803,113550,1237,14956,373,NA,10173
"Maryland","MD",2013,5928814,16128,31949,112546,1177,13418,381,1532,10048
"Maryland","MD",2014,5976407,15133,28012,108745,1144,13102,365,1619,9544
"Maryland","MD",2015,6006401,15417,25678,100219,1184,13151,516,1666,9863
"Maryland","MD",2016,6016447,15874,24692,100919,1266,11834,481,1756,10289
"Maryland","MD",2017,6052177,16836,23508,97420,NA,13568,546,1691,11200
"Massachusetts","MA",1961,5234000,1343,19683,39885,291,14215,77,NA,1066
"Massachusetts","MA",1962,5161000,1525,21181,44051,256,15668,95,NA,1331
"Massachusetts","MA",1963,5218000,1708,23121,44382,236,19099,101,NA,1409
"Massachusetts","MA",1964,5338000,2498,28278,49129,320,24133,105,NA,1636
"Massachusetts","MA",1965,5348000,2712,29655,49997,290,28533,129,NA,2139
"Massachusetts","MA",1966,5383000,3255,33326,53244,344,29706,128,NA,2474
"Massachusetts","MA",1967,5421000,3536,36621,54837,411,36180,154,NA,2818
"Massachusetts","MA",1968,5437000,4171,47210,66823,518,43853,188,NA,4039
"Massachusetts","MA",1969,5467000,4534,56450,76501,592,46950,191,NA,4955
"Massachusetts","MA",1970,5689170,5003,64523,87114,684,49955,197,NA,5658
"Massachusetts","MA",1971,5758000,6313,77145,101161,715,56709,220,NA,8069
"Massachusetts","MA",1972,5787000,7247,71894,92425,784,56272,215,NA,8840
"Massachusetts","MA",1973,5818000,8684,77395,100605,949,64556,256,NA,10586
"Massachusetts","MA",1974,5800000,9065,89891,120572,907,79203,256,NA,12317
"Massachusetts","MA",1975,5828000,11201,99802,137058,1121,91563,242,NA,13229
"Massachusetts","MA",1976,5809000,11502,96554,142135,1028,76257,194,NA,10466
"Massachusetts","MA",1977,5782000,13390,88594,133642,1203,65922,178,NA,9822
"Massachusetts","MA",1978,5774000,15203,87482,131519,1307,63259,216,NA,9947
"Massachusetts","MA",1979,5769000,17286,92570,152135,1428,66051,212,NA,11724
"Massachusetts","MA",1980,5728288,19158,99697,153849,1562,60241,232,NA,13492
"Massachusetts","MA",1981,5770000,18850,95080,147691,1580,57657,210,NA,15633
"Massachusetts","MA",1982,5781000,18989,82212,146933,1464,55995,219,NA,12359
"Massachusetts","MA",1983,5767000,19543,72291,133883,1495,49533,203,NA,12023
"Massachusetts","MA",1984,5798000,18402,63756,123214,1627,48705,211,NA,10122
"Massachusetts","MA",1985,5822000,18424,65231,130088,1734,50346,202,NA,10974
"Massachusetts","MA",1986,5832000,19298,62455,127668,1731,52866,208,NA,11239
"Massachusetts","MA",1987,5855000,20640,62056,127939,1868,54110,173,NA,10379
"Massachusetts","MA",1988,5871000,23940,62307,141933,1876,52399,208,NA,10352
"Massachusetts","MA",1989,5913000,25797,63004,146925,1881,53851,254,NA,11980
"Massachusetts","MA",1990,6016425,28965,66942,151933,2030,55567,243,NA,13062
"Massachusetts","MA",1991,5996000,30294,69977,149930,1926,55083,249,NA,11669
"Massachusetts","MA",1992,5998000,33288,64318,141610,2166,47416,214,NA,11059
"Massachusetts","MA",1993,6012000,35591,60220,136548,2006,49063,233,NA,10563
"Massachusetts","MA",1994,6041000,30550,53222,129962,1825,42348,214,NA,10160
"Massachusetts","MA",1995,6074000,30626,49669,135586,1759,36716,217,NA,9137
"Massachusetts","MA",1996,6092000,29420,42896,119562,1767,32178,157,NA,7778
"Massachusetts","MA",1997,6118000,30969,40491,115494,1647,29452,119,NA,6676
"Massachusetts","MA",1998,6147000,30443,37333,109275,1687,26403,124,NA,5938
"Massachusetts","MA",1999,6175169,26307,32964,108845,1663,25628,122,NA,5931
"Massachusetts","MA",2000,6349097,22594,30600,105425,1696,25876,125,NA,5815
"Massachusetts","MA",2001,6401164,22110,32430,106821,1856,27828,143,NA,6476
"Massachusetts","MA",2002,6421800,22018,33243,107922,1777,26588,173,NA,7169
"Massachusetts","MA",2003,6420357,20378,34963,104069,1848,25511,140,NA,8011
"Massachusetts","MA",2004,6407382,20040,34497,101605,1794,22048,171,NA,7484
"Massachusetts","MA",2005,6433367,19878,34728,98079,1751,18920,178,NA,7837
"Massachusetts","MA",2006,6437193,22178,35243,100725,1771,17975,188,NA,8080
"Massachusetts","MA",2007,6449755,19636,35767,103925,1643,15051,187,NA,7021
"Massachusetts","MA",2008,6497967,21143,36251,106913,1751,12755,166,NA,7077
"Massachusetts","MA",2009,6593587,21129,34515,106799,1734,11864,173,NA,7467
"Massachusetts","MA",2010,6555466,21842,37903,105124,1784,11469,214,NA,6897
"Massachusetts","MA",2011,6607003,19626,36403,101644,1654,10782,184,NA,6768
"Massachusetts","MA",2012,6645303,18721,34635,99453,1650,9237,121,NA,6555
"Massachusetts","MA",2013,6692824,18106,30735,97428,2089,9122,137,2718,6706
"Massachusetts","MA",2014,6745408,18051,24964,92043,1629,8260,132,2180,6036
"Massachusetts","MA",2015,6794422,19071,21890,84912,1608,8069,128,2075,5288
"Massachusetts","MA",2016,6811779,18050,19193,79088,1592,8058,134,2128,5365
"Massachusetts","MA",2017,6859819,17319,17089,73946,NA,7540,173,2197,4871
"Michigan","MI",1961,7954000,8640,57647,125964,1092,14019,326,NA,6441
"Michigan","MI",1962,7991000,8988,57641,130499,1133,15933,275,NA,7710
"Michigan","MI",1963,8116000,8582,58884,145863,1220,18328,283,NA,8393
"Michigan","MI",1964,8098000,10111,63956,151910,1603,21243,284,NA,9155
"Michigan","MI",1965,8218000,11258,71289,150410,1970,26591,378,NA,10853
"Michigan","MI",1966,8374000,12041,82403,170722,2358,29600,415,NA,12992
"Michigan","MI",1967,8584000,14360,99624,182277,2282,33394,560,NA,16188
"Michigan","MI",1968,8740000,15576,101664,187952,2732,37601,669,NA,18315
"Michigan","MI",1969,8766000,17208,115315,217834,2832,43936,770,NA,23238
"Michigan","MI",1970,8875083,17099,139398,257118,2402,41184,831,NA,30758
"Michigan","MI",1971,8997000,18648,151756,265951,2404,44793,942,NA,29703
"Michigan","MI",1972,9082000,20493,143709,249940,2657,43044,999,NA,26276
"Michigan","MI",1973,9044000,23083,143311,250638,3173,49589,1096,NA,25569
"Michigan","MI",1974,9098000,24751,173215,303110,3377,56835,1186,NA,30679
"Michigan","MI",1975,9157000,25884,173231,327174,3488,59510,1086,NA,32334
"Michigan","MI",1976,9104000,24229,151901,323243,3287,55821,1014,NA,30284
"Michigan","MI",1977,9129000,25068,139006,288387,3555,49803,853,NA,23905
"Michigan","MI",1978,9189000,28279,132716,279958,3636,48328,972,NA,20153
"Michigan","MI",1979,9208000,31406,138806,315211,4100,55440,834,NA,20218
"Michigan","MI",1980,9228128,31251,160688,342384,4304,53979,940,NA,22519
"Michigan","MI",1981,9201000,30143,171331,341805,4366,58446,861,NA,23688
"Michigan","MI",1982,9109000,30034,165155,330031,4246,63009,827,NA,24699
"Michigan","MI",1983,9069000,33125,153438,302118,5085,66894,910,NA,25873
"Michigan","MI",1984,9075000,34388,149209,298192,5880,78578,879,NA,27832
"Michigan","MI",1985,9088000,32984,138792,297827,6140,75233,1018,NA,26572
"Michigan","MI",1986,9145000,38768,138040,308894,6167,73193,1032,NA,27550
"Michigan","MI",1987,9200000,39022,133602,319470,6184,69182,1124,NA,25442
"Michigan","MI",1988,9300000,39085,122254,305693,6462,68920,1009,NA,22424
"Michigan","MI",1989,9273000,37527,113579,307096,6624,67007,993,NA,20616
"Michigan","MI",1990,9295297,43536,106275,311153,7209,66336,971,NA,21752
"Michigan","MI",1991,9368000,44061,111126,324985,7372,63670,1009,NA,22790
"Michigan","MI",1992,9437000,43282,98257,299486,7550,59057,938,NA,20902
"Michigan","MI",1993,9478000,44747,93143,290333,6740,58291,933,NA,22601
"Michigan","MI",1994,9496000,43371,91849,290172,6720,62304,927,NA,21733
"Michigan","MI",1995,9549000,41070,86872,280712,5917,61639,808,NA,17885
"Michigan","MI",1996,9594000,37856,85908,276909,5466,67203,722,NA,16907
"Michigan","MI",1997,9774000,36900,80726,276863,5070,65327,759,NA,14934
"Michigan","MI",1998,9817000,39987,82249,258186,4946,58338,721,NA,15293
"Michigan","MI",1999,9863775,37062,76736,236351,4849,56800,695,NA,14103
"Michigan","MI",2000,9938444,35753,69790,227783,5025,55724,669,NA,13712
"Michigan","MI",2001,10006266,36551,72038,226708,5264,53607,672,NA,12937
"Michigan","MI",2002,10043221,36417,70970,214367,5364,49723,678,NA,11847
"Michigan","MI",2003,10082364,34214,68316,208538,5470,53711,612,NA,11254
"Michigan","MI",2004,10104206,32276,64233,194988,5482,50584,643,NA,11336
"Michigan","MI",2005,10100833,36760,70527,194090,5199,48275,629,NA,13348
"Michigan","MI",2006,10095643,36684,76313,199183,5347,50098,721,NA,14229
"Michigan","MI",2007,10071822,35147,75273,191289,4592,41988,661,NA,13365
"Michigan","MI",2008,10003422,33205,74787,184558,4507,35755,554,NA,13246
"Michigan","MI",2009,9969727,32251,76046,178628,4524,29345,623,NA,12427
"Michigan","MI",2010,9877143,31858,74345,169748,4733,27408,580,NA,11522
"Michigan","MI",2011,9876801,28507,69755,156666,4344,24908,617,NA,10263
"Michigan","MI",2012,9882519,29203,65560,158609,4635,25080,701,NA,10423
"Michigan","MI",2013,9895622,27194,56344,149423,4606,24567,631,6593,10105
"Michigan","MI",2014,9909877,27519,44184,137206,4049,21157,535,6273,8021
"Michigan","MI",2015,9922576,26414,40041,131296,4163,15764,571,6450,7796
"Michigan","MI",2016,9928300,30729,39568,129876,5114,20176,598,7125,7120
"Michigan","MI",2017,9962311,30738,35641,124104,NA,19573,569,7031,6488
"Minnesota","MN",1961,3470000,426,13225,30971,94,4669,34,NA,951
"Minnesota","MN",1962,3475000,489,13312,33781,124,4995,33,NA,1028
"Minnesota","MN",1963,3500000,665,14160,38075,91,5174,41,NA,1186
"Minnesota","MN",1964,3521000,1108,18833,42580,157,6384,51,NA,1285
"Minnesota","MN",1965,3554000,1405,18853,42393,186,7165,50,NA,1433
"Minnesota","MN",1966,3576000,1586,20713,46683,261,8806,79,NA,1765
"Minnesota","MN",1967,3582000,1958,25233,52454,309,10473,58,NA,2402
"Minnesota","MN",1968,3646000,1673,29232,60897,398,12801,81,NA,2959
"Minnesota","MN",1969,3700000,1744,28836,65527,424,14220,69,NA,3016
"Minnesota","MN",1970,3805069,1949,30507,72354,369,13153,75,NA,3389
"Minnesota","MN",1971,3881000,2443,34219,83741,468,13314,95,NA,2987
"Minnesota","MN",1972,3896000,2842,36124,74612,571,13140,95,NA,3290
"Minnesota","MN",1973,3897000,2785,39610,78122,579,13123,107,NA,3455
"Minnesota","MN",1974,3917000,3230,43939,87280,692,14638,118,NA,4079
"Minnesota","MN",1975,3926000,3197,46842,98784,730,15015,129,NA,4069
"Minnesota","MN",1976,3965000,3485,44493,105978,726,13764,92,NA,3189
"Minnesota","MN",1977,3975000,3412,45103,101731,774,13637,106,NA,3413
"Minnesota","MN",1978,4008000,3312,43837,101646,797,13012,81,NA,3411
"Minnesota","MN",1979,4060000,4255,45183,110827,871,13366,93,NA,3754
"Minnesota","MN",1980,4061235,4177,50602,123050,942,12016,106,NA,4025
"Minnesota","MN",1981,4090000,3937,52253,121834,1056,10300,85,NA,4266
"Minnesota","MN",1982,4133000,3841,48855,116375,938,9818,95,NA,4188
"Minnesota","MN",1983,4144000,3615,44571,106034,927,8663,69,NA,3298
"Minnesota","MN",1984,4162000,4717,41242,101240,1051,8600,74,NA,2960
"Minnesota","MN",1985,4193000,5823,42663,108954,1242,10980,88,NA,3598
"Minnesota","MN",1986,4214000,6249,42319,117371,1338,12142,105,NA,4299
"Minnesota","MN",1987,4246000,6213,45384,125686,1439,12798,112,NA,4354
"Minnesota","MN",1988,4306000,6950,39167,119526,1337,14609,124,NA,4079
"Minnesota","MN",1989,4353000,6947,39042,122673,1363,16537,111,NA,4128
"Minnesota","MN",1990,4375099,7731,39691,129500,1487,15994,117,NA,4057
"Minnesota","MN",1991,4432000,7768,37832,131330,1762,16106,131,NA,4345
"Minnesota","MN",1992,4480000,8248,39859,134750,1840,15911,150,NA,4906
"Minnesota","MN",1993,4517000,7943,38147,129727,2796,15473,155,NA,5092
"Minnesota","MN",1994,4567000,8155,36157,131344,2725,14355,147,NA,5370
"Minnesota","MN",1995,4610000,7939,36756,138414,2593,15741,182,NA,5702
"Minnesota","MN",1996,4658000,7903,35515,138671,2327,17923,167,NA,5385
"Minnesota","MN",1997,4686000,7879,35265,137872,2446,17869,129,NA,5373
"Minnesota","MN",1998,4725000,7806,32486,128689,2358,15366,121,NA,4371
"Minnesota","MN",1999,4775508,6996,27706,117736,2038,13275,134,NA,3917
"Minnesota","MN",2000,4919479,7709,26116,118250,2240,13432,151,NA,3713
"Minnesota","MN",2001,4984535,7032,25496,124519,2236,15031,119,NA,3758
"Minnesota","MN",2002,5024791,7106,28034,122150,2273,13842,112,NA,3937
"Minnesota","MN",2003,5064172,7191,27698,116216,2092,13749,127,NA,3906
"Minnesota","MN",2004,5096546,7445,28048,113453,2123,13518,113,NA,4070
"Minnesota","MN",2005,5126739,8146,29716,114304,2258,14281,115,NA,4724
"Minnesota","MN",2006,5167101,8830,30306,115693,1645,13277,126,NA,5441
"Minnesota","MN",2007,5197621,8295,29717,115892,1873,12648,116,NA,4770
"Minnesota","MN",2008,5220393,7759,26558,112764,1805,10195,110,NA,4179
"Minnesota","MN",2009,5266214,7392,25580,105160,1789,8546,74,NA,3619
"Minnesota","MN",2010,5310658,7233,24415,103429,1798,8587,96,NA,3388
"Minnesota","MN",2011,5347299,6750,25681,102354,2113,8148,75,NA,3385
"Minnesota","MN",2012,5379646,7207,25378,104316,1638,8458,99,NA,3475
"Minnesota","MN",2013,5420380,6909,22713,100516,1403,7966,114,2008,3674
"Minnesota","MN",2014,5457173,6729,20773,96237,1452,8367,88,2001,3687
"Minnesota","MN",2015,5489594,7094,19299,94704,1686,7981,133,2321,3771
"Minnesota","MN",2016,5519952,7217,18606,90422,1731,8728,101,2348,3728
"Minnesota","MN",2017,5576606,7172,18787,93446,NA,9979,113,2385,3621
"Mississippi","MS",1961,2215000,1571,4703,7928,129,1311,229,NA,345
"Mississippi","MS",1962,2248000,1640,5115,8481,96,1234,164,NA,179
"Mississippi","MS",1963,2290000,1326,4259,7740,98,1126,164,NA,191
"Mississippi","MS",1964,2314000,3192,6157,10359,217,1270,233,NA,476
"Mississippi","MS",1965,2321000,3248,6626,10311,160,1795,207,NA,334
"Mississippi","MS",1966,2327000,2784,5548,10438,185,1388,225,NA,310
"Mississippi","MS",1967,2348000,2090,6053,11080,130,1331,204,NA,248
"Mississippi","MS",1968,2342000,2676,7348,13031,179,1687,232,NA,310
"Mississippi","MS",1969,2363000,2602,7479,13310,215,1722,192,NA,345
"Mississippi","MS",1970,2216912,3100,7785,15376,198,1737,255,NA,421
"Mississippi","MS",1971,2226000,4719,9900,17363,305,2213,328,NA,799
"Mississippi","MS",1972,2263000,5431,12221,18829,395,2728,348,NA,902
"Mississippi","MS",1973,2281000,5909,13544,20066,389,2595,368,NA,1068
"Mississippi","MS",1974,2324000,5962,17562,24042,405,2885,299,NA,1116
"Mississippi","MS",1975,2346000,5418,18398,27713,386,3034,327,NA,1280
"Mississippi","MS",1976,2354000,4767,19098,29176,384,2876,294,NA,1509
"Mississippi","MS",1977,2389000,4517,21873,29622,468,3450,342,NA,1569
"Mississippi","MS",1978,2404000,5206,20345,29703,525,3650,302,NA,1688
"Mississippi","MS",1979,2406000,5259,23428,36006,523,4013,302,NA,1702
"Mississippi","MS",1980,2511491,5569,29612,43142,619,4480,365,NA,2035
"Mississippi","MS",1981,2530000,4670,29614,47587,658,4588,319,NA,2059
"Mississippi","MS",1982,2551000,4619,30200,49504,675,3918,358,NA,1863
"Mississippi","MS",1983,2587000,4699,26479,45584,616,3677,290,NA,1650
"Mississippi","MS",1984,2598000,4787,25464,42952,715,3753,252,NA,1572
"Mississippi","MS",1985,2613000,4470,26701,47478,698,4075,276,NA,1635
"Mississippi","MS",1986,2625000,4526,28242,48430,678,3940,295,NA,1697
"Mississippi","MS",1987,2625000,4549,31537,47433,767,4212,269,NA,1496
"Mississippi","MS",1988,2627000,5340,33651,47818,951,4371,225,NA,2028
"Mississippi","MS",1989,2621000,4833,30018,49266,1017,4696,253,NA,2053
"Mississippi","MS",1990,2573216,5094,32196,53266,1134,5341,313,NA,2217
"Mississippi","MS",1991,2592000,5539,34524,57373,1199,7420,332,NA,3015
